AGENCYNAME,city,STATE,opbudget2019,opbudget_2021_2022,source
surprise police department,surprise,AZ,28478300,32404000,https://policescorecard.org/
surry county sheriff's office,surry,VA,1680945,,
sussex county sheriff's office,newton,NJ,16294410,,
swain county sheriff's office,bryson,NC,2933788,0,https://logos.nctreasurer.com/Reporting/Report/External?applicationCode=AFIR
sweetwater police department,sweetwater,FL,12870766,7599000,https://policescorecard.org/
swift county sheriff's office,benson,MN,2273076,2571000,https://policescorecard.org/
sycamore police department,sycamore,GA,8678236,,
sykesville borough police department,sykesville borough,PA,80000,69329,https://dced.pa.gov/local-government/municipal-statistics/
sylacauga police department,sylacauga,AL,3547809,3583000,https://policescorecard.org/
sylvania police department,sylvania,AL,176000,,
sylvania township police department,sylvania,OH,13189298,,
syracuse city police department,syracuse,NY,48960741,"52,380,953",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
syracuse police department,syracuse,OH,17000,,
tacoma police department,tacoma,WA,136167789,95323000,https://policescorecard.org/
talladega police department,talladega,AL,10188319,3896000,https://policescorecard.org/
tallahassee police department,tallahassee,FL,60942296,64452000,https://policescorecard.org/
tallapoosa county sheriff's office,dadeville,AL,4058476,"1,011,550",https://ted.cviog.uga.edu/financial-documents/sites/default/files//budgetdoc/budget-report/city-tallapoosa-fy2021-budget-report.pdf
tallassee police department,tallassee,AL,1500000,,
tallmadge police department,tallmadge,OH,4309000,,
tamaqua borough police department,tamaqua borough,PA,1539789,1521000,https://policescorecard.org/
tampa police department,tampa,FL,162695004,164195000,https://policescorecard.org/
taney county sheriff's office,forsyth,MO,4579446,88882,https://media.taneycounty.org/pdf.php?4065
taneytown police,taneytown,MD,1646000,,
tangipahoa parish sheriff's office,hammond,LA,20203500,11581000,https://policescorecard.org/
taos county sheriff's office,taos,NM,2100000,2813000,https://policescorecard.org/
tarentum borough police department,tarentum borough,PA,1169941,1320302,https://dced.pa.gov/local-government/municipal-statistics/
tarrant county sheriff's office,fort worth,TX,154474105,84007000,https://policescorecard.org/
tarrytown village police department,tarrytown,NY,5474852,"5,595,700",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
tatamy borough police department,tatamy borough,PA,243675,321166,https://dced.pa.gov/local-government/municipal-statistics/
tate county sheriff's department,senatobia,MS,3750000,3229000,https://policescorecard.org/
taunton police department,taunton,MA,66410738,18183000,https://policescorecard.org/
taylor county sheriff's office,abilene,TX,15470025,8673178,https://www.taylorcounty.texas.gov/Archive/ViewFile/Item/830
taylor mill police department,taylor mill,KY,1333333,1024000,https://policescorecard.org/
taylor police department,taylor,MI,10200000,10355000,https://policescorecard.org/
taylor police department,taylor,TX,3912922,,
teague police department,teague,TX,646026,,
tekamah police department,tekamah,NE,436800,,
tell city police department,tell,IN,1300000,1350000,https://policescorecard.org/
tempe police department,tempe,AZ,99092331,109775000,https://policescorecard.org/
temple police department,temple,TX,19404514,17953000,https://policescorecard.org/
tennille police department,tennille,GA,7597147,,
terre haute police department,terre haute,IN,1.4e+07,13042000,https://policescorecard.org/
terrebonne parish sheriff's office,houma,LA,27051000,38674000,https://policescorecard.org/
terrell county sheriff's office,sanderson,TX,366330,,
terrell police department,terrell,TX,6498687,,
teton county sheriff's office,driggs,ID,2367228,1060000,https://policescorecard.org/
tewksbury township police,califon,NJ,1317730,,
texline city marshal's office,texline,TX,140000,,
thatcher police department,thatcher,AZ,2138358,,
thayer police department,thayer,MO,231648,,
the city of fox lake police department,fox lake,WI,28062800,,
the colony police department,the colony,TX,12171023,11689484,https://www.thecolonytx.gov/DocumentCenter/View/6416/City-of-The-Colony-Budget-21-22?bidId=
theresa police department,theresa,WI,195397,,
thomas county sheriff's office,colby,KS,2e+06,,
thomas township police department,saginaw,MI,1102427,973230,https://micommunityfinancials.michigan.gov/#!/browse?filterType=CITY&lat=44.022893636582694&lng=-83.88786025699642&zoom=6.586616922592568&year=2021&showSidebar=yes
thomaston police department,thomaston,CT,1200000,,
thomasville police department,thomasville,NC,7950000,6908000,https://policescorecard.org/
thornton police department,thornton,CO,37724908,40871,https://policescorecard.org/
thornton police department,thornton,IL,1100000,"1,628,954",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
thornville police department,thornville,OH,3807233,,
three oaks police department,three oaks,MI,8694836,227000,https://policescorecard.org/
thurston county sheriff's office,olympia,WA,19319092,22196000,https://policescorecard.org/
tift county sheriff's department,tifton,GA,8728282,,
tillamook police department,tillamook,OR,8739097,"1,713,647",https://www.tillamookor.gov/media/566
tillman county sheriff's office,frederick,OK,85800,,
tinicum township police department,pipersville,PA,5005657,3699746,https://dced.pa.gov/local-government/municipal-statistics/
tippah county sheriff's department,ripley,MS,1027900,1317000,https://policescorecard.org/
tipton police department,tipton,IA,3709245,660000,https://policescorecard.org/
tipton police department,tipton,IN,4326739,1029000,https://policescorecard.org/
tishomingo police department,tishomingo,MS,125000,,
todd county sheriff's office,long prairie,MN,3253811,3290000,https://policescorecard.org/
toledo police department,toledo,IA,4890878,,
toledo police department,toledo,OH,94875312,,
toms river police,toms river,NJ,26765835,25772000,https://policescorecard.org/
tonasket police department,tonasket,WA,8182991,,
tonawanda city police department,tonawanda,NY,3614110,"3,746,914",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
tonawanda town police department,kenmore,NY,15818377,"15,446,344",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
tonica police department,tonica,IL,56000,"42,745",https://illinoiscomptroller.gov/constituent-services/local-government/local-government-warehouse/landingpage?code=001/000/00
tooele city police department,tooele,UT,5419556,3855000,https://policescorecard.org/
tooele county sheriff's office,tooele,UT,5790084,2381000,https://policescorecard.org/
toombs county sheriff's office,lyons,GA,3300000,,
topeka police department,topeka,KS,40191451,,
toronto police department,toronto,OH,1500000,1731000,https://policescorecard.org/
torrance county sheriff's office,estancia,NM,2e+06,1692000,https://policescorecard.org/
torrance police department,torrance,CA,84319367,263195288,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
town of clarkstown police department,new,NY,30418927,"39,885,194",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
town of orange police department,orange,VA,7908269,1636000,https://policescorecard.org/
town of windham police department,hensonville,NY,252274,"267,949",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
town ticonderoga police department,ticonderoga,NY,4656368,664834,https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
towner county sheriff's office,cando,ND,375000,749000,https://policescorecard.org/
township of cranbury police department,cranbury,NJ,2400000,,
tracy police department,tracy,MN,323767,,
traill county sheriff's office,hillsboro,ND,881070,1351000,https://policescorecard.org/
trainer borough police department,trainer borough,PA,962000,1162414,https://dced.pa.gov/local-government/municipal-statistics/
travis county sheriff's office,austin,TX,198423870,93524000,https://policescorecard.org/
tremont borough police department,tremont borough,PA,4229547,7378,https://dced.pa.gov/local-government/municipal-statistics/
trempealeau county sheriff's office,whitehall,WI,5935345,,
trenton police,trenton,NJ,33301459,,
trenton police department,trenton,MI,4612884,4695000,https://policescorecard.org/
trimble county sheriff's office,bedford,KY,325350,308000,https://policescorecard.org/
trimble police department,trimble,TN,3336127,,
trinity county sheriff's office,weaverville,CA,10759890,4547263,https://counties.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_1/Police+Protection/0/entity_name
tripoli police department,tripoli,IA,4252785,,
troy city police department,troy,NY,79983533,"15,309,987",https://wwe1.osc.state.ny.us/localgov/findata/financial-data-for-local-governments.cfm
troy police department,troy,MI,83484649,27005000,https://policescorecard.org/
truth or consequences police department,truth or consequences,NM,1e+06,1542000,https://policescorecard.org/
tucson police department,tucson,AZ,181764789,186800000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
tuftonboro police department,center tuftonboro,NH,415758,,
tulare county sheriff's office,visalia,CA,86933122,57875794,https://counties.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_1/Police+Protection/0/entity_name
tulare police department,tulare,CA,18476850,18668542,https://cities.bythenumbers.sco.ca.gov/#!/year/2021/operating/0/subcategory_2/Police_Current+Expenditures/0/entity_name
tularosa police department,tularosa,NM,590000,854000,https://policescorecard.org/
tullahoma police department,tullahoma,TN,3370000,3681000,https://policescorecard.org/
tulsa county sheriff's office,tulsa,OK,94419812,122700000,https://abc7ny.com/where-police-departments-defunded-how-does-funding-impact-crime-defund-the-budgets/12324846/
tulsa police department,tulsa,OK,112263760,115510000,https://policescorecard.org/
tunica county sheriff's department,tunica,MS,5810995,6010000,https://policescorecard.org/
tunnel hill police department,tunnel hill,GA,174000,,
tupelo police department,tupelo,MS,10964199,19787000,https://policescorecard.org/
turner police department,turner,OR,4e+05,,
tuscaloosa county sheriff's office,tuscaloosa,AL,71543006,17207000,https://policescorecard.org/
tuscaloosa police department,tuscaloosa,AL,82697730,33114000,https://policescorecard.org/
tutwiler police department,tutwiler,MS,250000,,
twin falls police department,twin falls,ID,10310991,10732000,https://policescorecard.org/
tyler county sheriff's office,middlebourne,WV,1080558,,
tyler police department,tyler,TX,28605011,29730000,https://policescorecard.org/
tyngsboro police department,tyngsboro,MA,3457676,2778000,https://policescorecard.org/
tyrone police department,tyrone,OK,60000,,
udall police department,udall,KS,140000,,
